gene_accession,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,117.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,4408.0,5969.0,5774.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,12671.0,17167.0,17002.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,62.0,305.0,350.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,4.0,21.0,0.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,4024.0,5483.0,5408.0
MEG_2949|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,20.0,0.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,3567.0,4662.0,4715.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,379.0,449.0,444.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,179.0,215.0,266.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2327.0,3252.0,3065.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,65.0,76.0,327.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,91.0,126.0,486.0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,0.0,0.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,1454.0,104.0,0.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,1423.0,0.0,0.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,3901.0,5244.0,4559.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,52.0,0.0,21.0
MEG_6477|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,7.0,0.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,484.0,1141.0,882.0
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,9185.0,13271.0,12831.0
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,238.0,0.0,0.0
MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,2680.0,3779.0,3801.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,58.0,0.0
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,72.0,129.0,128.0
MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,9.0,0.0
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,690.0,0.0,0.0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,63.0,0.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1803.0,2385.0,2463.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1583.0,2136.0,2006.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,1772.0,2512.0,2454.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,523.0,381.0,0.0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,43.0,55.0
MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,665.0,531.0,0.0
MEG_2444|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,0.0,0.0,194.0
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,45.0,48.0,0.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1956.0,3239.0,3145.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,21.0,0.0
MEG_975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,31.0,0.0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,56.0,137.0,93.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,14712.0,21092.0,20977.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,1592.0,2468.0,2588.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,597.0,0.0,0.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,74.0,52.0,96.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,5003.0,8650.0,10737.0
MEG_5103|Drugs|betalactams|Class_D_betalactamases|OXA,27.0,0.0,0.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,56.0,0.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,170.0,251.0,236.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1716.0,2548.0,3251.0
MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,0.0,14.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,22.0,0.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,138.0,242.0,244.0
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,93.0,80.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4016.0,5257.0,5303.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,226.0,160.0,0.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,60.0,0.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,5375.0,7085.0,7004.0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,68.0,0.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,148.0,252.0,239.0
MEG_6014|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,15.0,0.0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,107.0,44.0,101.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,16.0,0.0,10.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0.0,194.0,0.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,578.0,1484.0,1281.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,26.0,27.0,0.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32.0,37.0,0.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,529.0,433.0,0.0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,59.0,0.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,57.0,51.0,0.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,34.0,0.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1333.0,1920.0,2052.0
MEG_6188|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,12.0,0.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,67.0,0.0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,33.0,23.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,7709.0,9909.0,10489.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,31.0
MEG_3967|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,15.0,0.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,18728.0,26746.0,26575.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1686.0,2261.0,2396.0
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,0.0,0.0,416.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6.0,8.0,6.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,0.0,21.0
MEG_8446|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,171.0,177.0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,46.0,0.0
MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1655.0,2437.0,2352.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,112.0,86.0,209.0
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,21.0,90.0,17.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,73.0,0.0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,41.0,126.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,31.0,90.0,57.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,98.0,548.0,596.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,622.0,1792.0,1399.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,51.0,67.0,173.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,81.0,13.0,59.0
MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,0.0,0.0,174.0
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,0.0,0.0,85.0
MEG_911|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,0.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,123.0,0.0,321.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,133.0,108.0,109.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2166.0,3223.0,3211.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,14.0,0.0,0.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4163.0,5402.0,6097.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,6401.0,9878.0,9537.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3345.0,4564.0,4305.0
MEG_6515|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITC,0.0,0.0,178.0
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,965.0,1458.0,1365.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,18.0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,0.0,0.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,7.0
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,44.0,0.0,0.0
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0.0,11.0,0.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,75.0,0.0,61.0
MEG_4708|Drugs|betalactams|Class_D_betalactamases|OXA,10.0,0.0,0.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,90.0,94.0,163.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,87.0,0.0,0.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,57.0,59.0,386.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22.0,12.0,25.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,343.0,589.0,770.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,200.0,160.0,0.0
MEG_5230|Drugs|betalactams|Class_D_betalactamases|OXA,72.0,0.0,0.0
MEG_3946|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,0.0,1578.0,1376.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,18865.0,25864.0,25270.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,4069.0,5629.0,5532.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,18731.0,26072.0,25180.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,2889.0,4018.0,3937.0
MEG_3866|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0.0,0.0,72.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,4659.0,383.0,230.0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,12.0,0.0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,8.0,0.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,19.0,22.0,12.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,168.0,245.0,247.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,25.0,291.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,14.0,0.0,19.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,262.0,354.0,0.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,40.0,99.0,97.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,44.0,0.0,0.0
MEG_3134|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESC,0.0,0.0,77.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,143.0,111.0,221.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,568.0,461.0,0.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,124.0,155.0
MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,0.0,0.0,211.0
MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,206.0,0.0
MEG_7069|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,42.0,40.0,43.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,651.0,180.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,0.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2269.0,3132.0,3114.0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0.0,15.0,0.0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,68.0,248.0,168.0
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,3.0,35.0,13.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,71.0,0.0,0.0
MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,4877.0,7059.0,6788.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,23.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,46.0,0.0,25.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,352.0,248.0,0.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,37.0,11.0
MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,13.0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,12.0,47.0,54.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,137.0,238.0,225.0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,10.0,0.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,24.0,67.0,0.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,85.0,150.0,118.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,93.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,30.0,13.0
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,22.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0.0,25.0,0.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,5375.0,6718.0,6505.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,268.0,0.0,0.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,3522.0,4620.0,4774.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3825.0,5231.0,5384.0
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,39.0,98.0,53.0
MEG_6432|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,12.0,0.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,0.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,4328.0,6366.0,5987.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,328.0,15.0,0.0
MEG_3877|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0.0,4.0,0.0
MEG_4257|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,11.0,0.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,17571.0,23627.0,23262.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,48.0,0.0,42.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,32.0,0.0,11.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,786.0,2400.0,1796.0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,15.0,0.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,438.0,1174.0,845.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,244.0,1300.0,1330.0
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,13.0,0.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1702.0,2252.0,2333.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,2841.0,4625.0,5913.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,29.0,0.0,27.0
MEG_488|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,42.0,0.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1268.0,1319.0,1747.0
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,42.0,30.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,161.0,223.0,446.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1333.0,1966.0,1944.0
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,77639.0,124496.0,114078.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,996.0,3153.0,2392.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,33.0,1.0,0.0
MEG_2948|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,5825.0,7868.0,7914.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,12.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,157.0,475.0,393.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,6196.0,3084.0,2359.0
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0.0,6.0,0.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,82.0,332.0,208.0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,35.0,0.0,0.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,137.0,338.0,314.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3244.0,4847.0,4703.0
MEG_6046|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,94.0,72.0,179.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,11909.0,16608.0,16009.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,41.0,18.0,32.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,1084.0,1756.0,2253.0
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,97.0,0.0,0.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,72.0,59.0,148.0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,6731.0,9072.0,8870.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3559.0,4919.0,4933.0
