gene_accession,cipbeta0_S1,cipbeta0_S3,cipbeta0_S2
MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,0,16,0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1902,2315,1384
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,2
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,11,0,0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1,2,0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,14602,15947,10732
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,25,24,0
MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,0,38,50
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,0,64,46
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,28,29,52
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,24,32,44
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,0,0,0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,48,44,112
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,69,19,97
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,8272,8898,6288
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,1244,1848,1559
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,259,487
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,70,52,0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,0,121,80
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,3961,4057,2871
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0,0,0
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,0,14,31
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,4386,4624,3213
MEG_7198|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0,0,0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,21,43
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0,0,0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,13,31
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,1542,3878,1872
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0,0,0
MEG_2548|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,68,0,0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,5581,5513,4234
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2376,2915,1668
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,12,0,0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0,0,0
MEG_6921|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,48
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,13,0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2237,2503,1691
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0,19,12
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0,22,18
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,0,37,0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,5106,5282,3858
MEG_2610|Drugs|betalactams|Class_C_betalactamases|DHA,63,0,0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0,10,8
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,81,252,0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0,136,93
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0,0,0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,27,29,0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,0,0,0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,44,56,128
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,66
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,344,425,235
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,0,0,0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,4194,4290,3170
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,17237,17215,12056
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,155,169,97
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,20,0
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,0,89,70
MEG_2633|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0
MEG_8088|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,3553,3889,2719
MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,52
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1105,1167,829
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1323,1618,1045
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,25
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,14,45,0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,230,507,444
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,31,99,83
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1441,1384,993
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,37,76,187
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1995,2164,1448
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,0,42,0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,104,38
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,24
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1085,1180,815
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,357,1627,438
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,26,0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,8295,9247,6483
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,46,39,77
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,2919,3452,2223
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,0,0,183
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,20,63,0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,41,33,136
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,14,0,25
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,19,0,11
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,455,583,238
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,197,795,289
MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,45,0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,19
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,924,1516,1380
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,729,830,661
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,11,0,18
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,30,0,0
MEG_8289|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPK|RequiresSNPConfirmation,191,525,395
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,60,0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,4870,4944,3638
MEG_7528|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,0,41
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,87,8,86
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,0,48,0
MEG_6839|Drugs|betalactams|Class_A_betalactamases|TEM,17,0,0
MEG_5846|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0
MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,27,36,71
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,93,477,142
MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,138,231,387
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,4201,4570,2695
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,1835,1909,1357
MEG_369|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAF,0,0,0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,173,917,556
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2527,2693,1920
MEG_32|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,47,0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0,20,15
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,187,969,439
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,22,32,19
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,14,42,0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2613,2769,1813
MEG_3946|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,0,0,0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,3266,3717,2481
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,21
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,6445,6995,4669
MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,503,473,331
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,165,191,193
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,2266,2430,1732
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,505,827,404
MEG_3916|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXJ,0,0,40
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,339,703,302
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,2692,3040,2009
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,4,0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,0,42,18
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10,0,16
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,14,67
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,19,27,0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,112,0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,4359,11724,2106
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1646,1789,1092
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,832,1870,411
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,45,100,89
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0,0,0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,7227,7812,5130
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,80,71,460
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0,0,0
MEG_4100|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXA,0,0,34
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,807,708,527
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,13
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,15,79,30
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,43,92,118
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,13
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,147,160,114
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3445,3325,2542
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2417,2368,1570
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,31,0,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,4675,5120,3449
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,604,3040,714
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,3629,3631,2688
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,8250,9210,6096
MEG_6722|Drugs|betalactams|Class_A_betalactamases|TEM,23,0,46
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,76,64,60
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,7,0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2880,3280,2311
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,206,0,156
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,196
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,52,0,57
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,78,127,0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,70,124,148
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0,0,0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,22
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,4819,5092,3516
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,50,108,173
MEG_8686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|RSMA,0,0,11
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0,0,0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,0,0,1
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,5839,6259,4220
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,58,119,168
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,15,9,27
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,0,16,0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,1,6
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_1301|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0,0,0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,9,0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,113,582,201
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,74,125,253
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,0,0,0
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,773,1139,1063
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,11,0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2433,2678,1798
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,0,46,0
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,0,0,0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,148,452,346
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2392,2762,1778
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1938,1505,1476
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,41,0,0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,10,21,0
MEG_6414|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,101,385,126
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,3639,3939,2756
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1,1,7
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,25,82,0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,223,982,239
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,20,24,17
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11,0,0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,121,290,79
MEG_6709|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,38
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,28,8,20
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,68
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,110,643,0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,0,0,0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,808,904,653
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,26,21,52
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,47,68,151
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1,1,0
MEG_1385|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_6666|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,35
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,567,672,465
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,4511,6996,5080
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,262,1344,320
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,48,0,0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2184,2358,1607
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,7809,7728,5273
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,10,21,18
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0,0,0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,12,92,64
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,57,235,147
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,1988,2619,1735
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,0,27,0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,79,87,272
MEG_6682|Drugs|betalactams|Class_A_betalactamases|TEM,0,40,0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,4947,5563,3775
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,21,27
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,194,268,474
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,18,75,27
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0,0,0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,54
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,2350,701,1372
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,135,220,315
