gene_accession,cipdic0none_S3,cipdic0_S2,cipdic0none_S2,cipdic0none_S1,cipdic0_S3,cipdic0_S1
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,0.0,24.0,35.0,36.0,14.0,28.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,6048.0,5093.0,7195.0,6761.0,6759.0,8638.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,25.0,0.0,0.0,0.0,0.0,0.0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0.0,0.0,0.0,178.0,116.0,0.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,170.0,129.0,182.0,199.0,194.0,244.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,71.0,49.0,0.0,55.0,18.0,0.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,3850.0,0.0,2660.0,2212.0,1348.0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,111.0,0.0,32.0,0.0,117.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,5179.0,4310.0,6107.0,5806.0,5675.0,7221.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3053.0,2543.0,3576.0,3458.0,3375.0,4108.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,8.0
MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,46.0,0.0,0.0,39.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,1341.0,541.0,814.0,1069.0,1668.0,1326.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,12.0,56.0,11.0,0.0,34.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,65.0,122.0,0.0,20.0,0.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,3531.0,2309.0,4088.0,3833.0,3305.0,4505.0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,179.0,47.0,0.0,0.0,165.0,88.0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,0.0,0.0,0.0,21.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,4.0,67.0,5.0,6.0,80.0,23.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,4469.0,3662.0,5335.0,5256.0,4865.0,6240.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,8259.0,6673.0,9240.0,8871.0,8876.0,11223.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,15.0,0.0,49.0,70.0,31.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,0.0,20.0,0.0,70.0,72.0,113.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,52.0,71.0,95.0,113.0,49.0,180.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,93.0,72.0,91.0,105.0,98.0,138.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,10.0,101.0,0.0,26.0,27.0
MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,0.0,0.0,96.0,0.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,83.0,0.0,28.0,0.0,441.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2291.0,1872.0,2671.0,2632.0,2340.0,3061.0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,27.0,0.0,0.0,0.0,18.0
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,23.0,0.0,0.0,0.0,0.0,0.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,0.0,13.0,0.0,83.0,56.0,179.0
MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,0.0,0.0,0.0,0.0,0.0,42.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2796.0,2300.0,3452.0,3096.0,3125.0,3815.0
MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,77.0,217.0,22.0,182.0,9.0,187.0
MEG_6216|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,10.0,0.0,0.0,0.0
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,28.0,0.0,0.0,0.0,38.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,21.0,14.0,0.0,0.0,12.0,29.0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6365|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,54.0,0.0,0.0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,22.0,14.0,0.0,0.0,0.0,0.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,43.0,58.0,13.0,13.0,0.0
MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,11.0,0.0,0.0,0.0,0.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,0.0,44.0,35.0,0.0,44.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1462.0,1366.0,1803.0,1793.0,1740.0,2226.0
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,17.0,0.0,0.0,0.0,0.0,21.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,22.0,0.0,21.0,0.0,0.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,19295.0,15618.0,21958.0,20801.0,14542.0,25492.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1217|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,0.0,0.0,120.0,0.0,0.0
MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,37.0,0.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,10.0,0.0,61.0,50.0,76.0
MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,1952.0,0.0,0.0,0.0,1985.0,2748.0
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,20.0,90.0,27.0,0.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4157.0,3435.0,4868.0,4844.0,4535.0,5778.0
MEG_6423|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,32.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,1284.0,714.0,930.0,1145.0,1443.0,1746.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,70.0,0.0,0.0,0.0,270.0,0.0
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,0.0,135.0,65.0,0.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,18.0,34.0,0.0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,180.0,299.0,57.0,542.0,223.0,424.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,388.0,487.0,584.0,662.0,301.0,1006.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,6309.0,5337.0,7527.0,7270.0,6428.0,8949.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,0.0,69.0,54.0,486.0,218.0,0.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,2232.0,1081.0,1520.0,1690.0,2308.0,2886.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,109.0,0.0,52.0,0.0,523.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,70.0,0.0,0.0,25.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,157.0,0.0,32.0,0.0,424.0,0.0
MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,0.0,0.0,66.0,269.0,239.0,0.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,6.0,0.0,1.0,2.0,0.0
MEG_87|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,0.0,0.0,0.0,76.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,20167.0,17591.0,24092.0,23994.0,20882.0,29045.0
MEG_6613|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,22.0,0.0,0.0,0.0,30.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,21.0,0.0,0.0,0.0,0.0,0.0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,18.0,12.0,10.0,9.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,0.0,38.0,30.0,294.0,127.0,12.0
MEG_6414|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,78.0,0.0,0.0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,66.0,101.0,12.0,30.0,6.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2.0,8.0,4.0,5.0,7.0,4.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,4070.0,3495.0,4580.0,4448.0,4154.0,5789.0
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,131.0,0.0,0.0,0.0,116.0,97.0
MEG_975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,54.0,0.0,0.0,0.0,75.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,11.0,34.0,0.0,0.0,18.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,64.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,6051.0,4651.0,6926.0,6440.0,6140.0,7843.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,177.0,155.0,191.0,196.0,206.0,249.0
MEG_989|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,0.0,0.0,110.0,0.0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,0.0,0.0,380.0,307.0,440.0
MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,68.0,0.0,456.0,434.0,339.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,57.0,207.0,0.0,0.0,128.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0.0,138.0,62.0,331.0,221.0,0.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,28.0,24.0,0.0,0.0,0.0,0.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,0.0,0.0,122.0,0.0,0.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,111.0,30.0,0.0,0.0,34.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,22.0,20.0,46.0,33.0,14.0,21.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,50.0,168.0,18.0,60.0,61.0,0.0
MEG_6496|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,13.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,83.0,185.0,93.0,193.0,190.0,167.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,747.0,0.0,0.0,455.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,1715.0,0.0,0.0,0.0,1324.0,946.0
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,112.0,0.0,59.0,197.0,0.0,109.0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,13.0,0.0,159.0,0.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,22.0,24.0,0.0,4.0,0.0
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,0.0,0.0,0.0,28.0,0.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,0.0,1.0,0.0,0.0,0.0,0.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,39.0,66.0,18.0,0.0,0.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,177.0,160.0,228.0,193.0,209.0,276.0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,6684.0,4444.0,5261.0,1129.0,707.0,6393.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,30.0,189.0,32.0,0.0,34.0,0.0
MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,0.0,0.0,108.0,0.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,33.0,265.0,950.0,111.0,28.0,599.0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0,0.0,0.0,0.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,5049.0,4141.0,5922.0,5827.0,5054.0,6827.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,32.0,0.0,0.0,21.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,33.0,266.0,1116.0,126.0,58.0,699.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,20.0,36.0,0.0,0.0,25.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,287.0,360.0,326.0,0.0,0.0,473.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1753.0,1020.0,1767.0,1532.0,2267.0,3728.0
MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,36.0,0.0,0.0,72.0
MEG_374|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,0.0,0.0,10.0,0.0,0.0
MEG_6844|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,14.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0.0,48.0,0.0,86.0,96.0,160.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,307.0,79.0,64.0,75.0,42.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,2814.0,2021.0,2963.0,2826.0,2744.0,3668.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,0.0,0.0,0.0,25.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,2961.0,2633.0,3375.0,3590.0,3150.0,4098.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,24.0,0.0,1.0
MEG_5896|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,5.0,30.0,0.0,11.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,88.0,82.0,0.0,74.0,28.0,11.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,22.0,0.0,0.0,0.0
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,43.0,0.0,0.0,23.0
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,124.0,0.0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,80.0,0.0,0.0,0.0,182.0,0.0
MEG_5372|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,1.0,0.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,7.0,0.0,0.0,0.0,0.0,0.0
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,0.0,10.0,0.0,0.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,5579.0,4672.0,6482.0,6314.0,5942.0,7708.0
MEG_970|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,13.0,0.0,0.0,0.0,0.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5648.0,4426.0,6269.0,5836.0,5708.0,7415.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,0.0,0.0,35.0,0.0,33.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,124.0,290.0,48.0,102.0,185.0,296.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,8.0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,808.0,0.0,41.0,504.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2605.0,2054.0,2794.0,2924.0,2874.0,3538.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,10467.0,8745.0,12200.0,11406.0,11141.0,14371.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,50.0,0.0,233.0,0.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,4123.0,3388.0,4729.0,4455.0,4376.0,5516.0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,38.0,0.0,0.0,0.0,34.0
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,70.0,73.0,180.0,0.0
MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,47.0,0.0,0.0,0.0,0.0,41.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,36.0,0.0,0.0,0.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2002.0,2184.0,2569.0,2412.0,2589.0,3065.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,5257.0,4677.0,1756.0,3954.0,1869.0,4411.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,57.0,0.0,0.0,43.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,41.0,0.0,0.0,201.0,183.0
MEG_8080|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|EPTB,4314.0,4095.0,5824.0,6173.0,4481.0,6660.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,0.0,0.0,0.0,99.0,0.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,39.0,167.0,133.0,224.0,49.0,143.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,703.0,1178.0,1542.0,1881.0,795.0,2119.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,12087.0,10373.0,14529.0,14026.0,12570.0,17309.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2620.0,2499.0,3162.0,3468.0,3447.0,4268.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0.0,57.0,28.0,234.0,174.0,0.0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,105.0,116.0,0.0,188.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,53.0,0.0,32.0,0.0,0.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,56.0,70.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,3109.0,1740.0,2376.0,2631.0,3496.0,4092.0
MEG_8450|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,49.0
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0.0,0.0,0.0,92.0,37.0,0.0
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,99.0,0.0,0.0,0.0,88.0,77.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,23.0,0.0,11.0,0.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,90.0,139.0,0.0,83.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,42.0,223.0,30.0,78.0,76.0,34.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,634.0,1097.0,1538.0,1715.0,615.0,1850.0
MEG_4356|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,79.0,67.0,60.0,67.0,133.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1610.0,4295.0,1215.0,2544.0,2356.0,1099.0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,21.0,0.0,0.0,0.0,13.0
MEG_8446|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,150.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,38.0,0.0,0.0,20.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,18.0,0.0,0.0,0.0,22.0
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,21.0,50.0,0.0,12.0,0.0,0.0
MEG_8709|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,39.0,0.0,0.0,0.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,3042.0,2703.0,3544.0,3469.0,3293.0,4254.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,152.0,217.0,295.0,398.0,189.0,405.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,2640.0,1959.0,3182.0,2937.0,2564.0,3275.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,67.0,362.0,1368.0,128.0,54.0,846.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,112.0,0.0,32.0,0.0,42.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,2491.0,1927.0,2884.0,2768.0,2800.0,3186.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,2697.0,2064.0,2890.0,2639.0,2703.0,3475.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,1.0,0.0,4.0,1.0,0.0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,813.0,3259.0,426.0,443.0,2061.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,5584.0,4570.0,5999.0,5944.0,5716.0,7403.0
MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,0.0,0.0,8.0,0.0,0.0,0.0
