gene_accession,cipmet5_S3,cipmet5_S1,cipmet5_S2
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,265.0,506.0,674.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6604|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,18.0,0.0,0.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,122.0,0.0
MEG_2609|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,83.0,0.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,79.0,240.0,67.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,89.0,354.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,1858.0,3542.0,4424.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,203.0,189.0,0.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,33.0,114.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,2601.0,4530.0,5125.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,208.0,378.0,462.0
MEG_6432|Drugs|betalactams|Class_A_betalactamases|SHV,13.0,0.0,0.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,80.0,69.0,39.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,122.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1324.0,2267.0,3110.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,19.0,37.0,0.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1567.0,2744.0,2988.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,428.0,0.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,3013.0,5467.0,5258.0
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,57.0,0.0,0.0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,6697.0,12880.0,14605.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,1259.0,2170.0,2385.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,740.0,1410.0,1711.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,330.0,355.0,64.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,1453.0,2526.0,3117.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_2510|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,6.0,0.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,222.0,213.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,93.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,548.0,896.0,1174.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,0.0,52.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,521.0,1020.0,1092.0
MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,139.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,28.0,0.0,5.0
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,66.0,34.0,0.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6762|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,25.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1481.0,1887.0,3574.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,1905.0,3399.0,4131.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,20.0,46.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,32.0,27.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,225.0,487.0,588.0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,4310.0,7604.0,9612.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,13.0,41.0,12.0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,13.0,0.0,0.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,39.0,0.0,0.0
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,93.0,0.0,54.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,592.0,476.0,995.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,39.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,66.0,0.0,1052.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,647.0,461.0,1337.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,32.0,23.0,0.0
MEG_6346|Drugs|betalactams|Class_A_betalactamases|SHV,14.0,0.0,0.0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,32.0,0.0,0.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,27.0,104.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,550.0,272.0,0.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,82.0,111.0,162.0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,44.0,0.0,239.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,3209.0,5209.0,4828.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,868.0,1032.0,148.0
MEG_2604|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,52.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,32.0,16.0,0.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,240.0,318.0,49.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,5437.0,9686.0,11020.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,0.0,105.0,0.0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,45.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,254.0,0.0,73.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,122.0,0.0,0.0
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,255.0,398.0,47.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,14.0,0.0,0.0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,0.0,205.0,261.0
MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,44.0,36.0,0.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,92.0,0.0,0.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,144.0,39.0,918.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,2799.0,3541.0,0.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1911.0,3135.0,4190.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,42.0,103.0,56.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,128.0,231.0,17.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,659.0,788.0,1216.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,11.0,11.0,6.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,60.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,493.0,938.0,1011.0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,26.0,68.0,100.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,134.0,74.0,41.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,68.0,80.0,0.0
MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,166.0,45.0,110.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1010.0,1398.0,1951.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,50.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,412.0,1143.0,250.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,3629.0,6258.0,6130.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,14.0,81.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1413.0,2755.0,3113.0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,303.0,92.0,0.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,93.0,113.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,727.0,1373.0,1767.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,835.0,1507.0,1979.0
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,20.0
MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1149.0,1949.0,2333.0
MEG_6862|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,24.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,1430.0,0.0,0.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,482.0,0.0,0.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,188.0,240.0,0.0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,42.0,0.0,0.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,105.0,29.0,0.0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,29.0,0.0,0.0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,15.0,0.0,0.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,1252.0,2122.0,2718.0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,29.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,2512.0,5089.0,6822.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,1.0,9.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,29.0,0.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,81.0,49.0,26.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,8741.0,15075.0,17199.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,860.0,2157.0,474.0
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,120.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,562.0,949.0,1047.0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,32.0,0.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,1315.0,2222.0,248.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,878.0,1848.0,2347.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,313.0,600.0,214.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,13.0,0.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,144.0,104.0,37.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,180.0,68.0,588.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,426.0,479.0,86.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,7.0,21.0,24.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,136.0,71.0,81.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,650.0,1012.0,377.0
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,72.0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,401.0,814.0,1110.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,128.0,0.0,103.0
MEG_5372|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,454.0,493.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,327.0,671.0,56.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,218.0,29.0,101.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,49.0,0.0,0.0
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,34.0,187.0,14.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,790.0,1536.0,1433.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,70.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,24.0,0.0,0.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,5267.0,9382.0,10453.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,31.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,0.0,153.0
MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,18.0,9.0,0.0
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12.0,0.0,0.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,193.0,88.0,0.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4.0,0.0,2.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,5796.0,10678.0,12272.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,144.0,129.0,0.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6480|Drugs|betalactams|Class_A_betalactamases|SHV,12.0,0.0,0.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,55.0,37.0,18.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15.0,0.0,0.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,183.0,171.0,132.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,108.0,0.0,0.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,82.0,152.0,150.0
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,13.0,28.0,8.0
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,85.0,78.0,16.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,83.0,0.0,0.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,1868.0,3277.0,4240.0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,127.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1258.0,3315.0,679.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,0.0,106.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,40.0,0.0
MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,8.0,0.0,0.0
MEG_6464|Drugs|betalactams|Class_A_betalactamases|SHV,31.0,0.0,0.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,443.0,414.0,164.0
MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,70.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,0.0,328.0,404.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,23.0,0.0,0.0
MEG_6401|Drugs|betalactams|Class_A_betalactamases|SHV,12.0,0.0,0.0
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,59.0,0.0,0.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,114.0,0.0,0.0
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,33.0,0.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,29.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,2979.0,4699.0,1072.0
MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC,26.0,0.0,0.0
MEG_3225|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,30.0,104.0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,234.0,0.0,0.0
MEG_2957|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,642.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,4180.0,7306.0,9441.0
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,32.0,0.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1220.0,2130.0,2401.0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0.0,0.0,135.0
MEG_8080|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|EPTB,3132.0,5353.0,3265.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,0.0,50.0
MEG_6613|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,16.0,0.0,0.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,37.0,0.0,0.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,85.0,46.0,0.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,2133.0,3866.0,4366.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,208.0,58.0,0.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,45.0,96.0,31.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,0.0,88.0,252.0
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,806.0,1239.0,1570.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,89.0,39.0,36.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,6.0,0.0,11.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,896.0,1603.0,2128.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,32.0,59.0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,73.0,29.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,7962.0,14215.0,16314.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1629.0,3000.0,3713.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,191.0,0.0,0.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,98.0,0.0,128.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,89.0,33.0,0.0
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA60,89.0,0.0,0.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,64.0,0.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,2.0,1.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,44.0,0.0,0.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,0.0,601.0,1498.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,8337.0,14751.0,16168.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,3750.0,7060.0,9002.0
