gene_accession,cip20_S1,cip20_S3,cip20_S2
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0.0,764.0,489.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,47.0,0.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3181.0,4237.0,1859.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,204.0,1087.0,14027.0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,237.0,37.0,0.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,181.0,714.0,148.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,380.0,0.0,0.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,52.0,0.0
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,64.0,0.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,1524.0,1175.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,0.0,935.0,722.0
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,734.0,451.0,0.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,17.0,174.0
MEG_6590|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,20.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,5281.0,7305.0,2847.0
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,0.0,18.0,0.0
MEG_2332|Drugs|betalactams|Class_A_betalactamases|CTX,18.0,13.0,0.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,88.0,0.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5343.0,8060.0,3092.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,3457.0,5240.0,2005.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,181.0,268.0,373.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,2139.0,3264.0,1266.0
MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,8.0,0.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,304.0,261.0,95.0
MEG_2510|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,119.0,0.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1847.0,3125.0,192.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,34.0,20.0,191.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,281.0,423.0,23.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1914.0,2519.0,1016.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,58.0,16.0,0.0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,21.0,0.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2367.0,3469.0,1298.0
MEG_831|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,84.0,0.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,16.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,6938.0,9777.0,3926.0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,21.0,0.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,95.0,0.0,7.0
MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,20.0,0.0
MEG_2358|Drugs|betalactams|Class_A_betalactamases|CTX,22.0,0.0,23.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,4844.0,7165.0,2985.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,2329.0,7188.0,743.0
MEG_2337|Drugs|betalactams|Class_A_betalactamases|CTX,16.0,0.0,22.0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,5376.0,8278.0,3254.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,133.0,0.0
MEG_2425|Drugs|betalactams|Class_A_betalactamases|CTX,52.0,0.0,94.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,80.0,0.0,0.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,13.0,15.0,10.0
MEG_2200|Drugs|betalactams|Class_A_betalactamases|CTX,15.0,0.0,0.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,0.0,13.0,0.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,22.0,103.0,0.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,557.0,282.0,376.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2.0,1.0,2.0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,18.0,0.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,277.0,450.0,28.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,173.0,0.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,197.0,264.0,102.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1800.0,2798.0,1046.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1464.0,857.0,503.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,6816.0,4351.0,665.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,170.0,94.0,28.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,190.0,246.0,304.0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2004.0,2762.0,1192.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,300.0,209.0,121.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,7.0,27.0,582.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,49.0,57.0,59.0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,31.0,0.0,0.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,446.0,622.0,28.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,36.0,59.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,2590.0,5454.0,2550.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1513.0,2146.0,769.0
MEG_971|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,0.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,3.0,0.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,150.0,128.0,0.0
MEG_2196|Drugs|betalactams|Class_A_betalactamases|CTX,30.0,0.0,16.0
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,35.0,0.0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,53.0,0.0
MEG_2359|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,16.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,117.0,0.0,0.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,32.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,709.0,1032.0,467.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,1761.0,1088.0,581.0
MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,21.0,174.0,45.0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,16.0,6.0,0.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,0.0,178.0,155.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,2062.0,1577.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,11.0,152.0
MEG_2419|Drugs|betalactams|Class_A_betalactamases|CTX,32.0,19.0,28.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,674.0,1101.0,1173.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2406.0,3333.0,1344.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,41.0,13.0,30.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,4888.0,6883.0,2476.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,144.0,34.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,734.0,452.0,194.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,123.0,399.0,0.0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,410.0,25.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,203.0,148.0,0.0
MEG_8052|Drugs|betalactams|Class_A_betalactamases|CTX,18.0,12.0,11.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,3206.0,4493.0,1789.0
MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,46.0,0.0,0.0
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,26.0,0.0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,92.0,0.0
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,65.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,180.0,122.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,50.0,83.0,45.0
MEG_4357|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,103.0,65.0,0.0
MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,26.0,0.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1491.0,1336.0,410.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,391.0,326.0,152.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,191.0,240.0,128.0
MEG_2165|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,15.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,3913.0,5624.0,2322.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,7382.0,11803.0,4479.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4367.0,5196.0,2324.0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,41.0,0.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2274.0,3050.0,1243.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,70.0,0.0,92.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,252.0,129.0,129.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,87.0,80.0,7.0
MEG_5923|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,111.0,0.0,0.0
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,400.0,0.0,0.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,27.0,0.0
MEG_1616|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,48.0,0.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,1164.0,851.0,71.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,108.0,100.0,116.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,664.0,459.0,174.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,147.0,0.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3228.0,4833.0,1896.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2968.0,1956.0,997.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,177.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,35.0,0.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16.0,19.0,93.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,225.0,0.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,199.0,201.0,2103.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,326.0,133.0,308.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,91.0,12.0,0.0
MEG_4196|Metals|Nickel_resistance|Nickel_resistance_protein|NIRB,3.0,0.0,0.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,12.0,0.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,271.0,359.0,452.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,97.0,2484.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,255.0,413.0,124.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3669.0,4939.0,2013.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,52.0,0.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,12455.0,17406.0,6934.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,98.0,0.0,0.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,207.0,0.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,51.0,0.0,0.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,30.0,0.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,12304.0,17706.0,7165.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,33.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,785.0,17.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,9.0,61.0,9.0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,26.0,0.0
MEG_1453|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,222.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,221.0,453.0,344.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,84.0,0.0,0.0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,32.0,0.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,114.0,73.0,43.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,799.0,1262.0,1830.0
MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,0.0,84.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,89.0,142.0,1576.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,5363.0,6077.0,2872.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,3202.0,4832.0,1769.0
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,165.0,220.0,16.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,917.0,0.0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,17.0,0.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,5209.0,7478.0,2737.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2325.0,3300.0,1298.0
MEG_2291|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,0.0,0.0
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,15.0,0.0,0.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,33.0,52.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,159.0,250.0,20.0
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,144.0
MEG_7029|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,0.0,29.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,38.0,0.0
MEG_2587|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,45.0,0.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,30.0,255.0,3597.0
MEG_6248|Drugs|betalactams|Class_A_betalactamases|SHV,36.0,0.0,0.0
MEG_2539|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,96.0,0.0
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,193.0,0.0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,0.0,115.0
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,16.0,221.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,33.0,0.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,25.0,0.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,4041.0,5459.0,2166.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,154.0,778.0,253.0
MEG_7874|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,56.0,0.0
MEG_2149|Drugs|betalactams|Class_A_betalactamases|CTX,16.0,0.0,21.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,149.0,30.0,12.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,5858.0,8297.0,3197.0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,10438.0,14904.0,5842.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,61.0,0.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,168.0,275.0,101.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,159.0,274.0,686.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,1863.0,4377.0,1669.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,472.0,894.0,210.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,36.0,0.0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,6800.0,9920.0,3826.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,45.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,781.0,921.0,295.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,57.0,0.0
MEG_2195|Drugs|betalactams|Class_A_betalactamases|CTX,19.0,0.0,19.0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,33.0,0.0,0.0
MEG_6664|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,15.0,0.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,797.0,981.0,1318.0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0.0,0.0,10.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,57.0,9.0,0.0
MEG_3286|Drugs|Multi-drug_resistance|MDR_acetyltransferase|IBCR,8.0,325.0,15.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2203.0,3560.0,1489.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,57.0,0.0,0.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,81.0,113.0,154.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,171.0,42.0,0.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,1.0,1.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,142.0,12.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,1030.0,1480.0,1616.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,24.0,25.0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0.0,0.0,714.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,3353.0,4498.0,1753.0
MEG_1452|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,68.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,31.0,28.0,93.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,19394.0,27040.0,11059.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,1930.0,3011.0,1230.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2.0,2.0,1.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,153.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,61.0,60.0,28.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,25.0,0.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,3740.0,5308.0,2203.0
MEG_2209|Drugs|betalactams|Class_A_betalactamases|CTX,34.0,14.0,26.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
