gene_accession,cip40_S3,cip40_S1,cip40_S2
MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,16.0,0.0,88.0
MEG_830|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,29.0,12.0,99.0
MEG_877|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,0.0,45.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,29.0,11.0
MEG_1448|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,19.0
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,52.0,0.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,135.0,177.0,189.0
MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,60.0,0.0,222.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,155.0,30.0,399.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,0.0,801.0,66.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,5101.0,6157.0,4061.0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,10.0,0.0,41.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,25.0,0.0,12.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,342.0,80.0,704.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,5203.0,6492.0,4398.0
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,260.0,0.0,976.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,333.0,0.0
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0.0,14.0,0.0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,426.0,54.0,1277.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,219.0,29.0,752.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,34.0,0.0,69.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0.0,2615.0,271.0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,24.0,0.0,101.0
MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,29.0,0.0,61.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3984.0,5195.0,3077.0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1040.0,175.0,3399.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,423.0,19.0,240.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,255.0,78.0,981.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,26.0,39.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,111.0,153.0,31.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,148.0,108.0,113.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,5538.0,6077.0,8927.0
MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,52.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,3774.0,5305.0,2909.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,13452.0,18105.0,11406.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1821.0,1337.0,1735.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,46.0,0.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,42.0,0.0,163.0
MEG_7029|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,118.0,157.0,0.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,9809.0,12062.0,8031.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,86.0,0.0,511.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,50.0,0.0,244.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,302.0,101.0,1010.0
MEG_2635|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,68.0,0.0,0.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,78.0,0.0,223.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,29.0,15.0,123.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,3214.0,4223.0,2638.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,142.0,0.0,91.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,51.0,0.0,66.0
MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,16.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5925|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,127.0,0.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,10858.0,6536.0,11342.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,6059.0,8204.0,4959.0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,64.0,0.0,19.0
MEG_2190|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,20.0
MEG_6351|Drugs|betalactams|Class_A_betalactamases|SHV,17.0,0.0,0.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,37.0,32.0,25.0
MEG_874|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,24.0,0.0,95.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,562.0,156.0,1092.0
MEG_850|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,61.0,0.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,2612.0,3441.0,2167.0
MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,95.0,0.0,313.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,7581.0,9611.0,5852.0
MEG_876|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,31.0,0.0,74.0
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,32.0
MEG_2147|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,14.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,24.0
MEG_8276|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,0.0,52.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4.0,0.0,1.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,29.0
MEG_863|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,30.0
MEG_8041|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,16.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,4093.0,5527.0,2844.0
MEG_1619|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,8.0,0.0,12.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,22.0,19.0,11.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,62.0,47.0,0.0
MEG_892|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,24.0,0.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,19.0,7.0,70.0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,247.0,341.0,306.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,62.0,0.0,137.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,5013.0,3664.0,4862.0
MEG_2203|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,13.0
MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,66.0,0.0
MEG_2260|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,25.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,109.0,0.0,0.0
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,851.0,0.0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,186.0,91.0,459.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,116.0,0.0,462.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,232.0,47.0,695.0
MEG_4366|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,173.0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,41.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,0.0,21950.0,0.0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,76.0,0.0
MEG_8038|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,9.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,7288.0,8869.0,6015.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,97.0,204.0,207.0
MEG_736|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0.0,0.0,9.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,4411.0,5623.0,3189.0
MEG_1599|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,9.0,12.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2598|Drugs|betalactams|Class_C_betalactamases|DHA,117.0,0.0,368.0
MEG_846|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,11.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,35.0,0.0,27.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,126.0,0.0,361.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,414.0,0.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,95.0,24.0,230.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,6416.0,7973.0,6364.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,169.0,53.0,606.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,5325.0,6785.0,4403.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,7062.0,8626.0,6409.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,211.0,291.0,222.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,213.0,0.0,606.0
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,10.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,7.0,0.0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,44.0,0.0,106.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,107.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,6128.0,7697.0,5833.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,3371.0,4494.0,3049.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,12881.0,10793.0,13331.0
MEG_5978|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,182.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,42.0,46.0,14.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2679.0,462.0,6495.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,238.0,1031.0,677.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,2785.0,3623.0,2273.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,101.0,0.0,381.0
MEG_4357|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,87.0,0.0,240.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1991.0,405.0,5311.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,796.0,270.0,1913.0
MEG_967|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,34.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,549.0,0.0,1176.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,146.0,0.0,533.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,204.0,354.0,0.0
MEG_864|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,29.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,66.0,128.0,39.0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,71.0,0.0,289.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,22.0,0.0,45.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,11088.0,13735.0,9042.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,67.0,0.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,800.0,1924.0,685.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,174.0,28.0,72.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,1885.0,5559.0,2757.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,3870.0,4877.0,3244.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,810.0,1043.0,1112.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,6142.0,7936.0,5899.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,247.0,299.0,202.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,23.0,54.0,17.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,1694.0,1596.0,1711.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,419.0,85.0,1180.0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2811|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,45.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,13665.0,18121.0,11272.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,2.0,5.0,5.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,47.0,16.0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,32.0,0.0,126.0
MEG_5896|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,3899.0,3205.0,4313.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,279.0,83.0,897.0
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,16.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,39.0,0.0,190.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,183.0,31.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,462.0,56.0,1133.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,2206.0,3015.0,1709.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,45.0,19.0,145.0
MEG_1328|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,15.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,3560.0,5025.0,2676.0
MEG_2507|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,23.0,0.0,78.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,237.0,289.0,583.0
MEG_2612|Drugs|betalactams|Class_C_betalactamases|DHA,4.0,0.0,0.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,199.0,295.0,216.0
MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,169.0,0.0,413.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,636.0,204.0,953.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,28.0,0.0,0.0
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,166.0,0.0,489.0
MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,13.0,14.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,7.0,0.0,0.0
MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,13.0,91.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2159|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,23.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,1432.0,329.0,3443.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,56.0,98.0,23.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,13.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,9470.0,5519.0,9943.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1606.0,206.0,3970.0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,11.0,0.0,56.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,570.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,31.0,113.0,0.0
MEG_2954|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,51.0,0.0,130.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1448.0,2079.0,1178.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,6363.0,8230.0,5863.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,619.0,139.0,1636.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,206.0,282.0,240.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,207.0,1.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,748.0,467.0,1315.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32.0,0.0,0.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,7506.0,9911.0,6054.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,47.0,69.0,35.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,4100.0,5450.0,3243.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,31.0,38.0,16.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,46.0,13.0,150.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,0.0,14.0
MEG_2604|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,41.0,59.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1632.0,2217.0,1374.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,52.0,0.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,126.0,337.0,0.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1369.0,1825.0,1142.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,7021.0,7591.0,5337.0
MEG_6270|Drugs|betalactams|Class_A_betalactamases|SHV,22.0,0.0,26.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,2889.0,3318.0,2414.0
MEG_1600|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,12.0,18.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2862.0,4843.0,2765.0
MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,24.0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,86.0,0.0,282.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,15.0,0.0,5.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,296.0,0.0,1211.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1358.0,1997.0,1792.0
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,21.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,23.0,0.0,0.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,203.0,0.0,624.0
