gene_accession,cipdic40_S1,cipdic40_S3,cipdic40_S2
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,172.0,150.0,180.0
MEG_3535|Drugs|betalactams|Class_A_betalactamases|LAP,2188.0,0.0,0.0
MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,6.0,0.0,8.0
MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,0.0,258.0
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,0.0,94.0
MEG_4354|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,753.0,0.0,0.0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,144.0,66.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,214.0,163.0,191.0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,268.0,286.0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,56.0,0.0
MEG_5820|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,57.0,0.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,202.0,151.0,173.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,590.0,583.0,607.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,376.0,123.0,60.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,94.0,337.0,73.0
MEG_6270|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,25.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,11155.0,8706.0,12033.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,79.0,185.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,0.0,154.0,0.0
MEG_6497|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,26.0
MEG_4840|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,31.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,122.0,0.0,0.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,26.0,0.0,0.0
MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,21.0,0.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,6005.0,4676.0,5765.0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,942.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,4547.0,4335.0,4884.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,148.0,286.0,2183.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,36.0
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,28.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,6119.0,5625.0,5991.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,5479.0,2038.0,3363.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,51.0,358.0,277.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,1107.0,3273.0,816.0
MEG_1456|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,107.0,0.0
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,3490.0,2664.0,3262.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,3246.0,217.0,1317.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,8113.0,6546.0,7819.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,95.0,0.0,170.0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,14.0,19.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,4088.0,2978.0,4097.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,35.0,72.0,459.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,7906.0,7146.0,7778.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,214.0,183.0,145.0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,9994.0,9177.0,9734.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0.0,4159.0,1342.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1345|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,24.0,0.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,24.0
MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,0.0,0.0,109.0
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,31.0,0.0,21.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,9.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,20.0,38.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,2.0,0.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,55.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,256.0,164.0,300.0
MEG_2163|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,18.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,87.0,91.0,79.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3808.0,2928.0,3423.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,8.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,0.0,25.0
MEG_6482|Drugs|betalactams|Class_A_betalactamases|SHV,23.0,0.0,0.0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,3351.0,2457.0,1824.0
MEG_1355|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,56.0,0.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1185.0,788.0,607.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1722.0,1245.0,1513.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,214.0,322.0,68.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,11.0,0.0,5.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,55.0,0.0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,79.0,189.0,0.0
MEG_1321|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,13.0,0.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2134.0,1669.0,2381.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,18.0,0.0
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,37.0,1358.0,3047.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,75.0,529.0,335.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,11.0,60.0,12.0
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,8025.0,7214.0,7786.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1768.0,1497.0,1765.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,430.0,21.0,141.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2307.0,1736.0,2015.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2652.0,2005.0,2341.0
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,332.0,84.0,80.0
MEG_4772|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,90.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,17.0,0.0,0.0
MEG_6424|Drugs|betalactams|Class_A_betalactamases|SHV,41.0,0.0,0.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,1.0,2.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,4320.0,3477.0,4007.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,5.0
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,48.0,0.0,0.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,40.0,0.0,0.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,101.0,465.0,171.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6.0,3.0,7.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,441.0,243.0,0.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,96.0,1052.0,806.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,1366.0,1148.0,1316.0
MEG_2600|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,13.0,0.0
MEG_2423|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,23.0,173.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1927.0,2113.0,1622.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,11.0,3.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2072.0,171.0,836.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,5162.0,468.0,2139.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,210.0,270.0,135.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,264.0,188.0,86.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,119.0,109.0,0.0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,10.0,8.0,0.0
MEG_6985|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,0.0,651.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,22.0,17.0,0.0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,439.0,0.0,184.0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,5023.0,3239.0,4035.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,1170.0,62.0,405.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,2406.0,1743.0,2170.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,34.0,0.0,0.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3057.0,2613.0,3019.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,4038.0,3386.0,3992.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2761.0,293.0,1198.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1981.0,1712.0,2139.0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,8.0,0.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1841.0,1379.0,2503.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,64.0,52.0,0.0
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,443.0
MEG_1453|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,107.0,0.0
MEG_276|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,10.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,6.0,7.0,6.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0.0,12.0,8.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,332.0,284.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,1844.0,308.0,505.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,4415.0,3807.0,4500.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,47.0,1689.0,4275.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,525.0,191.0,107.0
MEG_1419|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,10.0,0.0
MEG_1352|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,32.0,0.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,3219.0,2768.0,3172.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,43.0,67.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,2486.0,2381.0,2573.0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,7407.0,6523.0,6783.0
MEG_1386|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,15.0,0.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,142.0,162.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,5342.0,4777.0,5111.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1325|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,39.0,0.0
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,55.0,0.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,0.0,304.0,990.0
MEG_6981|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,342.0,903.0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,770.0,133.0,94.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,4.0,3.0
MEG_1376|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,23.0,0.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3745.0,3052.0,3280.0
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,1084.0,0.0,0.0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,41.0,0.0,0.0
MEG_3010|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0.0,0.0,17.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,29.0,223.0,119.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,18.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2959.0,2329.0,2584.0
MEG_7871|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,17.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,6084.0,439.0,2625.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1570.0,1416.0,1677.0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,15.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,134.0,0.0,0.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,4859.0,4614.0,4824.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,3499.0,309.0,1504.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1350.0,835.0,1034.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2233.0,2989.0,2828.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,94.0,2670.0,7015.0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,101.0,51.0,0.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,533.0,90.0,64.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,40.0,352.0,227.0
MEG_2586|Drugs|betalactams|Class_C_betalactamases|DHA,26.0,0.0,0.0
MEG_2609|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,73.0,40.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0.0,765.0,1818.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,330.0,0.0,0.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,63.0,14.0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,1.0,6.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,7812.0,1255.0,3511.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,9.0,63.0,223.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,3126.0,2618.0,2992.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,0.0,50.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,1570.0,937.0,5245.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,25.0,0.0,220.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,299.0,236.0,63.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,22320.0,16019.0,18822.0
MEG_5896|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,3275.0,2589.0,3630.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,72.0,0.0,0.0
MEG_910|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,11.0,0.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,45.0,0.0,0.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,5298.0,1943.0,3206.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,2146.0,1811.0,2099.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,580.0,131.0,71.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,5799.0,4698.0,5450.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,97.0,19.0
MEG_2249|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,18.0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,18958.0,15300.0,17453.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,180.0,75.0,0.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,6381.0,5221.0,6183.0
MEG_6439|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,36.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,359.0,180.0,148.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,82.0,86.0,638.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,2221.0,1778.0,2143.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,0.0,122.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,46.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,19.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,14.0,0.0,0.0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2636.0,2183.0,2445.0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,29.0,1038.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,3460.0,2540.0,3708.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,2442.0,1816.0,2101.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2521.0,2212.0,2618.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,5021.0,4239.0,4745.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,357.0,862.0
MEG_6246|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,19.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,4168.0,3102.0,3453.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,40.0,9.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,51.0,0.0,0.0
MEG_1452|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,43.0,0.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,31.0,1012.0,2729.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,44.0,0.0,0.0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,6.0,35.0,13.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,289.0,215.0,128.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,8443.0,6923.0,8262.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,13883.0,12998.0,14625.0
